latitude,longitude,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,days_since_last_review,room_type_Private room,room_type_Shared room,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_grouped_Bedford-Stuyvesant,neighbourhood_grouped_Bushwick,neighbourhood_grouped_Chelsea,neighbourhood_grouped_Clinton Hill,neighbourhood_grouped_Crown Heights,neighbourhood_grouped_East Harlem,neighbourhood_grouped_East Village,neighbourhood_grouped_Financial District,neighbourhood_grouped_Flatbush,neighbourhood_grouped_Greenpoint,neighbourhood_grouped_Harlem,neighbourhood_grouped_Hell's Kitchen,neighbourhood_grouped_Lower East Side,neighbourhood_grouped_Midtown,neighbourhood_grouped_Other,neighbourhood_grouped_Upper East Side,neighbourhood_grouped_Upper West Side,neighbourhood_grouped_Washington Heights,neighbourhood_grouped_West Village,neighbourhood_grouped_Williamsburg,log_price,name_bigram_private_room,name_bigram_central_park,name_bigram_east_village,name_bigram_private_bedroom,name_bigram_bedroom_apartment,name_bigram_cozy_room,name_bigram_upper_east,name_bigram_times_square,name_bigram_west_village,name_bigram_new_york,name_bigram_bedroom_apt,name_bigram_park_slope,name_bigram_upper_west,name_bigram_cozy_bedroom,name_bigram_spacious_bedroom
40.71075,-73.95676,85,10,40,1,324,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.73112,-73.98558,90,5,109,2,21,16.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.84309,-73.94127,90,3,2,1,0,1087.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.72002,-73.9578,90,14,2,1,310,426.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.78283,-73.97206,199,13,2,1,0,188.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.298317366548036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.74311,-74.00718,275,30,2,1,365,1737.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62040086571715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40.63113,-74.02767,125,5,0,2,213,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.836281906951478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.8127,-73.94367,150,3,23,1,0,737.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.017279836814924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.58451,-73.815,140,2,14,1,0,1711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.948759890378168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.79249,-73.94592,120,7,0,1,6,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.795790545596741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71997,-73.95945,60,1,44,3,0,467.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.110873864173311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.69304,-73.92079,36,10,2,1,0,645.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6109179126442243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.80546,-73.95221,85,3,51,1,66,16.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.454347296253507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.67656,-73.95825,85,1,4,1,0,855.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.454347296253507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.64772,-73.96273,45,7,30,1,287,22.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.828641396489095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.6883,-73.95644,92,3,227,1,173,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.532599493153256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.69135,-73.94694,30,1,1,1,0,1928.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.72707,-73.95681,75,1,3,1,0,553.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.330733340286331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.75529,-73.96897,99,6,15,1,0,316.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.70942,-73.94693,100,20,7,1,327,282.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.68647,-73.98595,115,3,54,1,188,347.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.7535901911063645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.69911,-73.93713,175,5,16,1,0,189.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.170483995038151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.67648,-73.95098,112,4,19,2,0,33.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.727387818712341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.80007,-73.9562,450,7,6,1,0,324.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.111467339502679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40.77231,-73.95588,103,30,7,29,326,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.6443908991413725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.77263,-73.95567,117,30,0,29,331,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.770684624465665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.81503,-73.96029,150,5,9,1,0,190.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.017279836814924,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.60375,-74.08065,129,1,40,2,86,267.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.867534450455582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.79071,-73.97408,145,3,8,1,0,1120.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.983606621708336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.70318,-73.91462,115,14,0,1,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7535901911063645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.79733,-73.96104,90,5,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.76608,-73.99203,90,2,1,1,0,1901.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.7165,-73.94842,100,30,99,2,151,180.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.83012,-73.92714,41,2,12,2,0,553.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7376696182833684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.77265,-73.9574,145,30,1,29,329,281.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.983606621708336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40.77276,-73.95675,139,30,4,29,308,344.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.941642422609304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.77107,-73.95682,117,30,6,29,255,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.770684624465665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.70065,-73.93862,50,5,5,1,0,671.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9318256327243257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.79827,-73.96881,80,1,254,1,118,15.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.394449154672439,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.67318,-73.96738,100,5,10,1,0,998.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.68661,-73.97054,225,3,12,1,0,813.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.420534999272286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.64851,-73.96121,70,1,7,1,176,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.86646,-73.82154,80,3,2,1,365,1364.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.394449154672439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.82424,-73.94664,70,2,228,1,247,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2626798770413155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.63081,-73.99638,31,1,60,5,158,98.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.4657359027997265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.69616,-73.93201,40,1,25,1,0,296.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713572066704308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.80029,-73.95362,290,4,12,1,359,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.673323267171493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40.68914,-73.9776,235,4,23,1,31,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4638318050256105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.70719,-73.96407,200,1,2,1,0,938.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.303304908059076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.69471,-73.94184,180,1,0,1,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.198497031265826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.66141,-73.98097,110,1,5,1,85,71.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.709530201312334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.72839,-73.98613,120,3,5,2,0,1134.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.795790545596741,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.77278,-73.95753,142,30,1,29,205,1059.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.962844630259907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.72073,-73.98954,105,3,21,3,20,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.663439094112067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40.78061,-73.9498,100,10,4,1,0,1340.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.76503,-73.98827,102,2,6,1,0,603.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.634728988229636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71498,-73.96104,152,1,334,1,269,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.030437921392435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.67228,-73.93352,150,28,22,2,207,184.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.017279836814924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.77594,-73.91786,95,3,25,1,6,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.64942,-73.92482,67,5,50,5,300,292.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.219507705176107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.67265,-73.9485,65,2,51,1,73,18.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.189654742026425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71112,-73.96268,79,22,21,4,313,24.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.382026634673881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40.65403,-73.95904,55,1,151,2,135,15.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.8098,-73.95722,83,60,1,1,0,1277.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.430816798843313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.73409,-73.98559,200,30,38,1,170,175.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.303304908059076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.67909,-73.996,150,4,0,2,257,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.017279836814924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.72816,-73.98035,160,10,18,1,281,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081404364984463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.71827,-73.90647,80,2,61,1,32,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.394449154672439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.79592,-73.97024,159,2,1,1,0,595.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.075173815233827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40.77645,-73.94865,90,30,13,1,0,1164.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.67799,-73.94709,45,4,11,2,0,1330.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641396489095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71226,-73.99416,100,1,103,1,223,15.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.73282,-73.9578,125,3,16,1,60,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.836281906951478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.8106,-73.94647,100,1,0,2,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.721,-73.98169,80,4,143,1,187,15.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.394449154672439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.76791,-73.96509,2300,3,32,1,139,288.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.741099090035366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.68852,-73.93588,90,30,62,3,280,37.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.7913,-73.94265,140,3,2,1,0,1303.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.948759890378168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.72561,-73.94745,52,5,7,3,342,18.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.970291913552122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71675,-73.99092,200,2,9,1,0,611.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.303304908059076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.70844,-73.95191,94,2,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.553876891600541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.69172,-73.96934,40,5,8,1,0,1594.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713572066704308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.72786,-73.86946,55,2,12,1,89,15.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.70585,-73.92698,69,5,6,2,0,62.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.248495242049359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.73657,-73.98019,200,3,6,1,0,1059.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.303304908059076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.69987,-73.92552,100,1,104,1,334,15.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.63465,-74.02366,53,20,16,1,220,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9889840465642745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.79512,-73.97092,425,3,24,1,365,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.054439346269371,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
40.84192,-73.91108,40,3,46,2,292,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.713572066704308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71209,-73.95196,40,2,32,1,0,330.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.713572066704308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71639,-73.95271,150,4,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.017279836814924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.83677,-73.94314,65,3,1,1,0,1903.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.189654742026425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.77848,-73.98334,109,1,288,4,103,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.700480365792417,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40.75107,-73.87654,60,5,66,1,348,42.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.110873864173311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.71262,-73.95292,180,3,13,2,0,191.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.198497031265826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.74627,-73.94666,95,2,126,1,39,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.76419,-73.98018,140,7,49,3,296,25.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.948759890378168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.74749,-73.92089,155,3,4,1,0,1364.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.049856007249537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.80494,-73.95638,105,5,132,1,12,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.663439094112067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.6821,-73.91632,45,2,53,1,365,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.828641396489095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.70934,-73.9627,330,10,1,1,0,1796.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.802118375377063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.66733,-73.95667,50,30,0,1,281,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9318256327243257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.75413,-73.96792,100,2,198,1,305,29.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.68274,-73.96487,49,3,74,1,284,21.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.912023005428146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.68571,-73.95033,65,1,1,1,98,328.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.189654742026425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.82305,-73.93739,70,1,6,1,0,1365.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2626798770413155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.73701,-73.98242,180,3,7,1,0,190.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.198497031265826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.74606,-73.95765,130,30,1,1,0,1799.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.875197323201151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.69265,-73.97009,225,3,95,2,112,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.420534999272286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.76711,-73.98371,225,30,0,12,343,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.420534999272286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40.84203,-73.93985,85,2,24,1,318,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.454347296253507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.74035,-73.98114,125,2,0,2,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.836281906951478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.76479,-73.98455,99,30,8,8,107,68.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.605170185988092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.74332,-73.95426,95,2,185,1,140,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.564348191467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.79721,-73.816,400,3,7,1,281,307.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.993961427306569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
